ano,turno,sigla_uf,id_municipio,id_municipio_tse,zona,secao,tipo_secao_agregada,numero,nome,tipo,endereco,bairro,cep,telefone,latitude,longitude,situacao,situacao_zona,situacao_secao,situacao_localidade,situacao_secao_acessibilidade,quantidade_eleitores,quantidade_eleitores_eleicao
2022,1,PB,2507507,20516,77,346,principal,1589,ESCOLA ESTADUAL CINEASTA LINDUARTE NORONHA,convencional,"R. ANTÔNIO FERNANDES, S/N",GRAMAME,58069325,8332347673,-7.1951335,-34.8808341,ativo,ativo,ativo,ativo,sem acessibilidade,349,377
2022,1,PB,2507507,20516,64,354,principal,1716,CENTRO SOCIAL URBANO ISABEL DE BRITO PEREIRA,convencional,"RUA BOM JESUS, S/N",RANGEL,58070060,8332186977,-7.15030055,-34.86996819,ativo,ativo,ativo,ativo,com acessibilidade,265,399
2022,2,PB,2507507,20516,77,348,principal,1589,ESCOLA ESTADUAL CINEASTA LINDUARTE NORONHA,convencional,"R. ANTÔNIO FERNANDES, S/N",GRAMAME,58069325,8332347673,-7.1951335,-34.8808341,ativo,ativo,ativo,ativo,com acessibilidade,351,375
2022,2,PB,2507507,20516,64,446,principal,1970,ESCOLA ESTADUAL MILTON CAMPOS,convencional,RUA SEVERINA MARIA DE VASCONCELOS CARVALHO S/N,ERNESTO GEISEL,58077156,8332189180,-7.18317083,-34.8656533,bloqueado,ativo,ativo,ativo,com acessibilidade,386,384
2022,1,PB,2507507,20516,77,43,principal,1090,ESCOLA MUNICIPAL DR. JOSE NOVAIS,convencional,"R. SANTOS ESTANISLAU,322",NOVAIS,58000000,,-7.15427676,-34.89824256,ativo,ativo,ativo,ativo,sem acessibilidade,240,306
2022,2,PB,2507507,20516,77,126,principal,1236,COLÉGIO EXITTUS - SANTA BÁRBARA,convencional,"RUA DR. ABILIO PAIVA, 16",ERNANI SATIRO,00000000,,-7.17530122,-34.89171876,ativo,ativo,ativo,ativo,sem acessibilidade,323,322
2022,1,PB,2507507,20516,77,289,principal,1341,ESCOLA ESTADUAL DE ENS. FUND. D. JOSE MARIA PIRES,convencional,RUA DAS ROSAS  SN,INDUSTRIAS,58000000,,-7.1830923,-34.9198028,ativo,ativo,ativo,ativo,sem acessibilidade,311,355
2022,1,PB,2507507,20516,70,226,principal,1546,ESCOLA EST DE 1 GRAU PROF TERCIA BONAVIDES LINS,convencional,"RUA VEREADOR FRANCISCO LEITE CAVALCANTE ,315",VALENTINA DE FIGUEIREDO I,58000000,,-7.19944946,-34.83917541,ativo,ativo,ativo,ativo,sem acessibilidade,286,341
2022,1,PB,2507507,20516,64,336,principal,1732,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL CASTRO PINTO,convencional,"AV. CRUZ DAS ARMAS, 1096",CRUZ DAS ARMAS,58085000,8332425671,-7.1418265,-34.8901234,ativo,ativo,ativo,ativo,sem acessibilidade,311,310
2022,2,PB,2507507,20516,64,447,principal,1970,ESCOLA ESTADUAL MILTON CAMPOS,convencional,RUA SEVERINA MARIA DE VASCONCELOS CARVALHO S/N,ERNESTO GEISEL,58077156,8332189180,-7.18317083,-34.8656533,bloqueado,ativo,ativo,ativo,sem acessibilidade,389,389
2022,1,PB,2507507,20516,70,563,principal,1821,ESCOLA ESTADUAL PROFESSORA RITA MIRANDA HENRIQUES,convencional,"RUA FRANCISCO PORFIRIO RIBEIRO, S/N",MANGABEIRA IV,58000000,,-7.18846574,-34.83922295,bloqueado,ativo,ativo,ativo,sem acessibilidade,397,397
2022,2,PB,2507507,20516,64,319,principal,1872,ESCOLA MUNICIPAL ANALICE CALDAS,convencional,"RUA CECÍLIA MIRANDA, 22",JAGUARIBE,58015130,8332621679,-7.12901127,-34.87394998,ativo,ativo,ativo,ativo,com acessibilidade,232,339
2022,1,PB,2507507,20516,1,126,principal,1376,INSTITUTO DOS CEGOS DA PARAIBA,convencional,AV SANTA CATARINA S/N - ESTADOS - JOÃO PESSOA,ESTADOS,58030071,,-7.11608629,-34.86096926,ativo,ativo,ativo,ativo,com acessibilidade,284,299
2022,1,PB,2507507,20516,64,145,principal,1678,ESCOLA MUNICIPAL ALMIRANTE BARROSO,convencional,"RUA ENEDINO JORGE DE ANDRADE, 371 - COMUNIDADE DO BALEADO",CRUZ DAS ARMAS,58088760,8332333527,-7.15638651,-34.89088716,ativo,ativo,ativo,ativo,com acessibilidade,206,305
2022,1,PB,2507507,20516,1,290,principal,1686,ESC. ESTADUAL FENELON CAMARA (GERÊNCIA DE BANDAS),convencional,"RUA JOSÉ BATISTA DE MELO, S/N - CASTELO BRANCO - JOÃO PESSOA",CASTELO BRANCO,58050140,,-7.13338302,-34.85057217,ativo,ativo,ativo,ativo,sem acessibilidade,294,366
2022,2,PB,2507507,20516,64,9,principal,1759,SERVICO SOCIAL DA INDUSTRIA - SESI,convencional,"RUA RODRIGUES CHAVES, 90",CENTRO,58011040,8335335585,-7.12340256,-34.88597688,ativo,ativo,ativo,ativo,sem acessibilidade,355,353
2022,1,PB,2507507,20516,1,202,principal,1465,ESC DE EDUCAÇÃO ESPECIAL AUDIO COMUNICAÇÃO,convencional,AV FRANCISCO MOURA S/N - TREZE DE MAIO - JOÃO PESSOA,TREZE DE MAIO,58025650,,-7.10691923,-34.86809296,ativo,ativo,ativo,ativo,sem acessibilidade,328,401
2022,2,PB,2507507,20516,64,147,principal,1376,ESCOLA ESTADUAL DE 1. GRAU FREI MARTINHO,convencional,"AV. DESEMBARGADOR NOVAIS, S/N",CRUZ DAS ARMAS,58085450,,-7.14277267,-34.889875,ativo,ativo,ativo,ativo,com acessibilidade,338,390
2022,2,PB,2507507,20516,1,112,principal,1341,ESC. EST. PROF MATHEUS AUGUSTO DE OLIVEIRA (ANEXO SESQUICENTENÁRIO),convencional,AV MINAS GERAIS S/N - ESTADOS - JOÃO PESSOA,ESTADOS,58030090,,-7.11454034,-34.85695072,ativo,ativo,ativo,ativo,sem acessibilidade,396,402
2022,1,PB,2507507,20516,64,245,principal,1350,ESCOLA MUNICIPAL AUGUSTO DOS ANJOS,convencional,"RUA OLÍVIA MARTINS DE ALMEIDA GUERRA, 391",CRISTO REDENTOR,58071430,83999241240,-7.16044759,-34.87743387,ativo,ativo,ativo,ativo,com acessibilidade,437,437
2022,2,PB,2507507,20516,64,142,principal,1350,ESCOLA MUNICIPAL AUGUSTO DOS ANJOS,convencional,"RUA OLÍVIA MARTINS DE ALMEIDA GUERRA, 391",CRISTO REDENTOR,58071430,83999241240,-7.16044759,-34.87743387,ativo,ativo,ativo,ativo,com acessibilidade,436,434
2022,1,PB,2507507,20516,76,27,principal,1490,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL NAZINHA BARBOSA,convencional,RUA FRANCISCO BRANDAO 829,MANAIRA,58038520,31859824,-7.1082646,-34.8369887,ativo,ativo,ativo,ativo,com acessibilidade,391,390
2022,2,PB,2507507,20516,77,383,principal,1589,ESCOLA ESTADUAL CINEASTA LINDUARTE NORONHA,convencional,"R. ANTÔNIO FERNANDES, S/N",GRAMAME,58069325,8332347673,-7.1951335,-34.8808341,ativo,ativo,ativo,ativo,sem acessibilidade,346,376
2022,2,PB,2507507,20516,77,341,distribuida de oficio,1570,ESCOLA PROFESSORA ANTONIA SOCORRO SILVA MACHADO,convencional,"AVENIDA ABELARDO JUREMA, 277, RODOVIA PB 008",PARATIBE,58000000,,-7.2120022,-34.8301042,ativo,ativo,ativo,ativo,sem acessibilidade,345,0
2022,1,PB,2507507,20516,77,345,principal,1589,ESCOLA ESTADUAL CINEASTA LINDUARTE NORONHA,convencional,"R. ANTÔNIO FERNANDES, S/N",GRAMAME,58069325,8332347673,-7.1951335,-34.8808341,ativo,ativo,ativo,ativo,sem acessibilidade,344,375
2022,1,PB,2507507,20516,77,256,principal,1317,ESCOLA MUNICIPAL PROF. PAULO FREIRE - CJ NOVA TRINDADE,convencional,RUA PROJETADA Q-1 L-2- CONJ. NOVA TRINDADE,JARDIM VENEZA,58000000,,-7.1598331,-34.9097714,ativo,ativo,ativo,ativo,sem acessibilidade,326,417
2022,2,PB,2507507,20516,70,660,principal,2089,ESCOLA MUNICIPAL PROF. AFONSO PEREIRA DA SILVA,convencional,RUA VALDEVINO LOBO S/N,MANGABEIRA VIII,58059744,986205859,,,ativo,ativo,ativo,ativo,com acessibilidade,417,417
2022,1,PB,2507507,20516,76,237,principal,1759,COLIBRI ENSINO FUNDAMENTAL EM FRENTE AO GINASIO,convencional,"RUA VIGOLVINO FLORENTINO DA COSTA, 723 MANAIRA",MANAIRA,58000000,,-7.104526,-34.84020328,ativo,ativo,ativo,ativo,com acessibilidade,392,391
2022,2,PB,2507507,20516,64,128,principal,2020,ESCOLA ESTADUAL DE ENSINO FUND. E MÉDIO LILIOSA DE PAIVA LEITE,convencional,"RUA DOM BOSCO, S/N",CRISTO REDENTOR,58070470,83998197819,-7.15377225,-34.87783184,ativo,ativo,ativo,ativo,com acessibilidade,364,364
2022,2,PB,2507507,20516,64,249,principal,1678,ESCOLA MUNICIPAL ALMIRANTE BARROSO,convencional,"RUA ENEDINO JORGE DE ANDRADE, 371 - COMUNIDADE DO BALEADO",CRUZ DAS ARMAS,58088760,8332333527,-7.15638651,-34.89088716,ativo,ativo,ativo,ativo,com acessibilidade,205,308
2022,1,PB,2507507,20516,70,169,principal,1449,ESCOLA MUNICIPAL CARLOS NEVES DA FRANCA,convencional,RUA LEILA DINIZ 244,JOSE AMERICO DE ALMEIDA,00000000,,-7.16724626,-34.85423983,ativo,ativo,ativo,ativo,sem acessibilidade,393,398
2022,1,PB,2507507,20516,64,138,principal,1597,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL AMÉRICO FALCÃO,convencional,"RUA DOM BOSCO, 557",CRISTO REDENTOR,58070470,8332233583,-7.15307803,-34.87848939,ativo,ativo,ativo,ativo,com acessibilidade,390,388
2022,1,PB,2507507,20516,1,298,principal,1708,EXTERNATO SANTA DOROTEIAS,convencional,"RUA EDUARDO MEDEIROS, 89 - CASTELO BRANCO - JOÃO PESSOA",CASTELO BRANCO,58000000,32247486,-7.1310986,-34.83991111,ativo,ativo,ativo,ativo,sem acessibilidade,337,350
2022,1,PB,2507507,20516,1,233,principal,1368,ESC. MUNICIPAL GENERAL RODRIGO OTAVIO (GPTE),convencional,"AV MATO GROSSO, 988 - ESTADOS - JOÃO PESSOA",ESTADOS,58030080,,-7.11564405,-34.85214415,ativo,ativo,ativo,ativo,sem acessibilidade,331,408
2022,2,PB,2507507,20516,76,271,principal,1694,CENTRO DE EDUCAÇAO CARL ROGERS,convencional,"RUA REGINALDO AMARAL MURIBECA, 65",BANCARIOS,58051620,32141784,-7.1515459,-34.8375376,ativo,ativo,ativo,ativo,com acessibilidade,378,377
2022,2,PB,2507507,20516,70,405,principal,1937,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL DAURA SANTIAGO RANGEL,convencional,RUA BENÍCIO DE OLIVEIRA LIMA S/N,JOSE AMERICO DE ALMEIDA,58073030,,-7.16759157,-34.85510789,ativo,ativo,ativo,ativo,sem acessibilidade,380,393
2022,1,PB,2507507,20516,1,201,principal,1171,ESC ESTADUAL ANA HIGINA,temporario,RUA DEZENOVE DE MARÇO S/N - ROGER - JOÃO PESSOA,ROGER,58020340,,-7.11053235,-34.87756742,ativo,ativo,ativo,ativo,sem acessibilidade,400,400
2022,2,PB,2507507,20516,64,245,principal,1350,ESCOLA MUNICIPAL AUGUSTO DOS ANJOS,convencional,"RUA OLÍVIA MARTINS DE ALMEIDA GUERRA, 391",CRISTO REDENTOR,58071430,83999241240,-7.16044759,-34.87743387,ativo,ativo,ativo,ativo,com acessibilidade,437,437
2022,2,PB,2507507,20516,1,71,principal,1236,ESC. ESTADUAL PADRE HILDON BANDEIRA,convencional,RUA CAETANO FILGUEIRAS S/N - TORRE - JOÃO PESSOA,TORRE,58040390,,-7.12129989,-34.86064169,ativo,ativo,ativo,ativo,sem acessibilidade,283,399
2022,2,PB,2507507,20516,77,115,distribuida de oficio,1201,ESCOLA MUNICIPAL DUARTE DA SILVEIRA,convencional,"RUA MARIETA ARAUJO NASCIMENTO,265",COSTA E SILVA,00000000,,-7.1762138,-34.8946655,ativo,ativo,ativo,ativo,com acessibilidade,237,0
2022,1,PB,2507507,20516,1,72,distribuida de oficio,1236,ESC. ESTADUAL PADRE HILDON BANDEIRA,convencional,RUA CAETANO FILGUEIRAS S/N - TORRE - JOÃO PESSOA,TORRE,58040390,,-7.12129989,-34.86064169,ativo,ativo,ativo,ativo,com acessibilidade,278,0
2022,1,PB,2507507,20516,1,287,principal,1686,ESC. ESTADUAL FENELON CAMARA (GERÊNCIA DE BANDAS),convencional,"RUA JOSÉ BATISTA DE MELO, S/N - CASTELO BRANCO - JOÃO PESSOA",CASTELO BRANCO,58050140,,-7.13338302,-34.85057217,ativo,ativo,ativo,ativo,sem acessibilidade,295,369
2022,2,PB,2507507,20516,64,124,principal,2062,ESCOLA ESTADUAL GERALDO LAFAYETTE BEZERRA,convencional,"RUA FELINTO DE ARRUDA ESCOLÁSTICO, S/N",CRISTO REDENTOR,58070300,83 32237218,-7.1548472,-34.8769512,bloqueado,ativo,ativo,ativo,com acessibilidade,393,391
2022,2,PB,2507507,20516,1,245,principal,1600,ESC. MUNICIPAL ESCRITOR LUIZ AUGUSTO CRISPIM,convencional,RUA PROFESSORA MOCINHA AVELAR S/N - IPÊS - JOÃO PESSOA,IPES,58025370,32147933,-7.09767882,-34.85589173,ativo,ativo,ativo,ativo,sem acessibilidade,395,395
2022,2,PB,2507507,20516,64,150,principal,1376,ESCOLA ESTADUAL DE 1. GRAU FREI MARTINHO,convencional,"AV. DESEMBARGADOR NOVAIS, S/N",CRUZ DAS ARMAS,58085450,,-7.14277267,-34.889875,ativo,ativo,ativo,ativo,com acessibilidade,335,388
2022,2,PB,2507507,20516,76,389,principal,1864,CENTRO EDUCACIONAL DO JOVEM -CEJ,preso provisorio,"AV. SANTA BÁRBARA, S/N-JARDIM CIDADE UNIVERSITÁRIA",JARDIM CIDADE UNIVERSITARIA,58051000,32555194,-7.1611401,-34.8298509,bloqueado,ativo,ativo,ativo,sem acessibilidade,0,36
2022,1,PB,2507507,20516,64,185,principal,1414,ESCOLA MUNICIPAL ANIBAL MOURA,convencional,"RUA SAO SALVADOR, 25",CRUZ DAS ARMAS,58085100,8332156132,-7.13689265,-34.88963885,ativo,ativo,ativo,ativo,sem acessibilidade,323,323
2022,1,PB,2507507,20516,70,225,principal,1546,ESCOLA EST DE 1 GRAU PROF TERCIA BONAVIDES LINS,convencional,"RUA VEREADOR FRANCISCO LEITE CAVALCANTE ,315",VALENTINA DE FIGUEIREDO I,58000000,,-7.19944946,-34.83917541,ativo,ativo,ativo,ativo,sem acessibilidade,287,339
2022,2,PB,2507507,20516,70,563,principal,1821,ESCOLA ESTADUAL PROFESSORA RITA MIRANDA HENRIQUES,convencional,"RUA FRANCISCO PORFIRIO RIBEIRO, S/N",MANGABEIRA IV,58000000,,-7.18846574,-34.83922295,bloqueado,ativo,ativo,ativo,sem acessibilidade,397,396
2022,2,PB,2507507,20516,1,140,principal,1422,ESC. MUNICIPAL FRANCISCA MOURA,convencional,"RUA SILVINO SANTOS, 27 - MANDACARU - JOÃO PESSOA",MANDACARU,58027470,,-7.10115561,-34.86139261,ativo,ativo,ativo,ativo,com acessibilidade,373,397
2022,1,PB,2507507,20516,1,7,principal,1040,FAC. CIÊNCIAS MÉDICAS (ANTIGO COLÉGIO PIO XII),convencional,PRAÇA SÃO FRANCISCO 116 - CENTRO - JOÃO PESSOA,CENTRO,58010630,,-7.11535985,-34.88317582,ativo,ativo,ativo,ativo,sem acessibilidade,269,386
2022,2,PB,2507507,20516,64,10,principal,1759,SERVICO SOCIAL DA INDUSTRIA - SESI,convencional,"RUA RODRIGUES CHAVES, 90",CENTRO,58011040,8335335585,-7.12340256,-34.88597688,ativo,ativo,ativo,ativo,sem acessibilidade,148,148
2022,2,PB,2507507,20516,1,21,distribuida de oficio,1112,LYCEU PARAIBANO,convencional,AV PRESIDENTE GETULIO VARGAS S/N - CENTRO - JOÃO PESSOA,CENTRO,58013240,,-7.12101229,-34.87618357,ativo,ativo,ativo,ativo,sem acessibilidade,307,0
2022,2,PB,2507507,20516,64,131,principal,1333,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL PADRE MIGUELINHO,convencional,"AV. DA FRATERNIDADE, S/N",CRISTO REDENTOR,58070310,8332237623,-7.1549563,-34.88418296,ativo,ativo,ativo,ativo,com acessibilidade,398,397
2022,2,PB,2507507,20516,1,53,principal,1198,ESC MUNICIPAL FREI AFONSO,convencional,RUA CORDEIRO SENIOR 250 - ROGER,ROGER,58020020,,-7.11003206,-34.8839959,bloqueado,ativo,ativo,ativo,com acessibilidade,387,386
2022,1,PB,2507507,20516,64,12,principal,2054,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL ISABEL MARIA DAS NEVES,convencional,"AV. JOÃO MACHADO, 484",CENTRO,58013530,8332184194,-7.12620381,-34.88037477,ativo,ativo,ativo,ativo,com acessibilidade,297,294
2022,1,PB,2507507,20516,64,112,principal,1767,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LEONIDAS SANTIAGO,convencional,"RUA CÔNEGO VICENTE PIMENTEL, 365",RANGEL,58070030,8332189371,-7.14412908,-34.87617346,ativo,ativo,ativo,ativo,com acessibilidade,383,382
2022,2,PB,2507507,20516,70,616,principal,2119,CENTRO DE FORMAÇÃO DE EDUCADORES DE JOÃO PESSOA,convencional,"RUA CORONEL BENEVENUTO GONÇALVES DA COSTA, S/N",MANGABEIRA VI,58056020,32185161,,,ativo,ativo,ativo,ativo,sem acessibilidade,339,390
2022,1,PB,2507507,20516,77,35,principal,1082,ESCOLA ESTADUAL OTAVIO NOVAIS,convencional,DESEMBARGADOR SANTOS ESTANISLAU S/N,NOVAIS,58088540,,-7.15779697,-34.90592861,ativo,ativo,ativo,ativo,com acessibilidade,322,372
2022,1,PB,2507507,20516,76,121,principal,1694,CENTRO DE EDUCAÇAO CARL ROGERS,convencional,"RUA REGINALDO AMARAL MURIBECA, 65",BANCARIOS,58051620,32141784,-7.1515459,-34.8375376,ativo,ativo,ativo,ativo,com acessibilidade,380,379
2022,1,PB,2507507,20516,1,204,principal,1422,ESC. MUNICIPAL FRANCISCA MOURA,convencional,"RUA SILVINO SANTOS, 27 - MANDACARU - JOÃO PESSOA",MANDACARU,58027470,,-7.10115561,-34.86139261,ativo,ativo,ativo,ativo,sem acessibilidade,374,396
2022,2,PB,2507507,20516,1,258,principal,1643,MOTIVA,convencional,"RUA ANTONIO RABELO JUNIOR, 270 - JARDIM LUNA - JOÃO PESSOA",JARDIM LUNA,58032090,,-7.11677322,-34.8375456,ativo,ativo,ativo,ativo,sem acessibilidade,394,398
2022,2,PB,2507507,20516,64,111,principal,1767,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LEONIDAS SANTIAGO,convencional,"RUA CÔNEGO VICENTE PIMENTEL, 365",RANGEL,58070030,8332189371,-7.14412908,-34.87617346,ativo,ativo,ativo,ativo,com acessibilidade,390,390
2022,1,PB,2507507,20516,1,299,principal,1708,EXTERNATO SANTA DOROTEIAS,convencional,"RUA EDUARDO MEDEIROS, 89 - CASTELO BRANCO - JOÃO PESSOA",CASTELO BRANCO,58000000,32247486,-7.1310986,-34.83991111,ativo,ativo,ativo,ativo,sem acessibilidade,338,348
2022,1,PB,2507507,20516,77,44,principal,1090,ESCOLA MUNICIPAL DR. JOSE NOVAIS,convencional,"R. SANTOS ESTANISLAU,322",NOVAIS,58000000,,-7.15427676,-34.89824256,ativo,ativo,ativo,ativo,sem acessibilidade,240,307
2022,1,PB,2507507,20516,64,463,distribuida de oficio,1996,ESCOLA MUNICIPAL FRUTUOSO BARBOSA,convencional,"RUA LOPO GARRO, 2OO",ILHA DO BISPO,58011380,83987408077,-7.12469722,-34.89997801,ativo,ativo,ativo,ativo,com acessibilidade,239,0
2022,1,PB,2507507,20516,1,88,principal,1252,ESC MUNICIPAL CÔNEGO MATIAS FREIRE,convencional,RUA GEMINIANO DA FRANCA 654 - TORRE - JOÃO PESSOA,TORRE,58040560,,-7.12904515,-34.8605635,ativo,ativo,ativo,ativo,sem acessibilidade,394,392
2022,1,PB,2507507,20516,1,240,principal,1333,HBE BAIRRO DOS ESTADOS (ANTIGO HIPOCRATES),convencional,AV MINAS GERAIS 251 - ESTADOS - JOÃO PESSOA,ESTADOS,58030092,,-7.1145296,-34.85873286,ativo,ativo,ativo,ativo,sem acessibilidade,433,428
2022,1,PB,2507507,20516,70,374,principal,1830,CENTRO DA CIDADANIA OTAVIANO FERNANDES COUTINHO,convencional,"RUA JANDUI DANTAS, S/N",MANGABEIRA I,58000000,,-7.17090983,-34.83814907,ativo,ativo,ativo,ativo,sem acessibilidade,320,386
2022,1,PB,2507507,20516,1,21,distribuida de oficio,1112,LYCEU PARAIBANO,convencional,AV PRESIDENTE GETULIO VARGAS S/N - CENTRO - JOÃO PESSOA,CENTRO,58013240,,-7.12101229,-34.87618357,ativo,ativo,ativo,ativo,sem acessibilidade,307,0
2022,2,PB,2507507,20516,77,242,principal,1155,ESCOLA MUNICIPAL CASTRO ALVES,convencional,RUA MANOEL GUERRA,FUNCIONARIOS I,00000000,,-7.15899173,-34.89460562,ativo,ativo,ativo,ativo,sem acessibilidade,310,356
2022,1,PB,2507507,20516,76,120,principal,1694,CENTRO DE EDUCAÇAO CARL ROGERS,convencional,"RUA REGINALDO AMARAL MURIBECA, 65",BANCARIOS,58051620,32141784,-7.1515459,-34.8375376,ativo,ativo,ativo,ativo,com acessibilidade,380,381
2022,2,PB,2507507,20516,1,120,principal,1368,ESC. MUNICIPAL GENERAL RODRIGO OTAVIO (GPTE),convencional,"AV MATO GROSSO, 988 - ESTADOS - JOÃO PESSOA",ESTADOS,58030080,,-7.11564405,-34.85214415,ativo,ativo,ativo,ativo,sem acessibilidade,334,405
2022,2,PB,2507507,20516,76,51,principal,1821,COLEGIO MOTIVA ORIENTAL,convencional,"AV JOÃO CYRILLO DA SILVA, 1600",ALTIPLANO CABO BRANCO,58046005,30220500,-7.1391866,-34.8211151,ativo,ativo,ativo,ativo,com acessibilidade,404,402
2022,1,PB,2507507,20516,76,159,principal,1325,ESC. MUN. ANTONIO DOS SANTOS COELHO NETO,convencional,PRACA OSVALDO PESSOA S/N,PENHA,58046050,32511483,-7.1657262,-34.7990189,bloqueado,ativo,ativo,ativo,com acessibilidade,382,382
2022,2,PB,2507507,20516,1,171,principal,1490,ESC MUNICIPAL ANGELO NOTARE,convencional,PRAÇA DOM VILAS BOAS 27 - TREZE DE MAIO - JOÃO PESSOA,TREZE DE MAIO,58025220,,-7.11317649,-34.86475107,ativo,ativo,ativo,ativo,sem acessibilidade,386,388
2022,2,PB,2507507,20516,1,129,principal,1406,ESC. ESTADUAL MONS ODILON COUTINHO,convencional,RUA CELERINA  PAIVA S/N - MANDACARU - JOÃO PESSOA,MANDACARU,58027390,,-7.1044193,-34.8626877,ativo,ativo,ativo,ativo,sem acessibilidade,381,395
2022,1,PB,2507507,20516,1,111,principal,1341,ESC. EST. PROF MATHEUS AUGUSTO DE OLIVEIRA (ANEXO SESQUICENTENÁRIO),convencional,AV MINAS GERAIS S/N - ESTADOS - JOÃO PESSOA,ESTADOS,58030090,,-7.11454034,-34.85695072,ativo,ativo,ativo,ativo,com acessibilidade,392,401
2022,2,PB,2507507,20516,77,294,principal,1422,ESCOLA ESTADUAL PROF. PAULO FREIRE - PROX. AO GEISEL,convencional,R. PROJETADA S/N,JOAO PAULO II,58000000,,-7.178079,-34.8762785,ativo,ativo,ativo,ativo,sem acessibilidade,336,367
2022,1,PB,2507507,20516,64,440,principal,1961,ESCOLA MUNICIPAL JOSÉ EUGENIO LINS DE ALBUQUERQUE,convencional,"RUA PEDRO PATRICIO DE SOUZA, S/N",ERNESTO GEISEL,58075730,8332189143,-7.18122464,-34.8715599,ativo,ativo,ativo,ativo,com acessibilidade,293,349
2022,1,PB,2507507,20516,64,124,principal,2062,ESCOLA ESTADUAL GERALDO LAFAYETTE BEZERRA,convencional,"RUA FELINTO DE ARRUDA ESCOLÁSTICO, S/N",CRISTO REDENTOR,58070300,83 32237218,-7.1548472,-34.8769512,bloqueado,ativo,ativo,ativo,com acessibilidade,393,390
2022,2,PB,2507507,20516,76,399,principal,1872,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA - UNIPÊ,convencional,"RODOVIA BR-230,KM 22, S/N - ÁGUA FRIA, JOÃO PESSOA",BANCARIOS,58053002,21069200,-7.1579739,-34.8580379,bloqueado,ativo,ativo,ativo,sem acessibilidade,398,392
2022,2,PB,2507507,20516,64,306,principal,1767,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LEONIDAS SANTIAGO,convencional,"RUA CÔNEGO VICENTE PIMENTEL, 365",RANGEL,58070030,8332189371,-7.14412908,-34.87617346,ativo,ativo,ativo,ativo,com acessibilidade,397,397
2022,1,PB,2507507,20516,64,466,principal,1996,ESCOLA MUNICIPAL FRUTUOSO BARBOSA,convencional,"RUA LOPO GARRO, 2OO",ILHA DO BISPO,58011380,83987408077,-7.12469722,-34.89997801,ativo,ativo,ativo,ativo,sem acessibilidade,242,361
2022,2,PB,2507507,20516,70,421,principal,1937,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL DAURA SANTIAGO RANGEL,convencional,RUA BENÍCIO DE OLIVEIRA LIMA S/N,JOSE AMERICO DE ALMEIDA,58073030,,-7.16759157,-34.85510789,ativo,ativo,ativo,ativo,com acessibilidade,379,380
2022,1,PB,2507507,20516,1,245,principal,1600,ESC. MUNICIPAL ESCRITOR LUIZ AUGUSTO CRISPIM,convencional,RUA PROFESSORA MOCINHA AVELAR S/N - IPÊS - JOÃO PESSOA,IPES,58025370,32147933,-7.09767882,-34.85589173,ativo,ativo,ativo,ativo,sem acessibilidade,395,395
2022,1,PB,2507507,20516,64,474,distribuida de oficio,1783,ESCOLA MUNICIPAL EDUCADOR FRANCISCO PEREIRA DA NOBREGA,convencional,"AV. ELIAS CAVALCANTI DE ALBUQUERQUE, S/N",CRISTO REDENTOR,58070400,83988871628,-7.16567517,-34.88111559,ativo,ativo,ativo,ativo,sem acessibilidade,139,0
2022,1,PB,2507507,20516,70,421,principal,1937,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL DAURA SANTIAGO RANGEL,convencional,RUA BENÍCIO DE OLIVEIRA LIMA S/N,JOSE AMERICO DE ALMEIDA,58073030,,-7.16759157,-34.85510789,ativo,ativo,ativo,ativo,com acessibilidade,379,380
2022,2,PB,2507507,20516,76,218,principal,1589,COLEGIO COLIBRI-ATHENAS - ESQUINA COM RUA SÃO GONÇALO,convencional,"R.SÃO GONÇALO 952, ESQUINA COM RUA VIGOLVINO FLORENTINO DA COSTA",MANAIRA,58038331,32475950,-7.1052485,-34.83988378,ativo,ativo,ativo,ativo,com acessibilidade,388,395
2022,1,PB,2507507,20516,76,375,principal,1783,CLUBE DA PESSOA IDOSA,convencional,"RUA ANA GUEDES VASCONCELOS, SN ALTIPLANO",ALTIPLANO CABO BRANCO,58033455,32148188,-7.13053876,-34.82801844,ativo,ativo,ativo,ativo,com acessibilidade,387,385
2022,1,PB,2507507,20516,77,13,principal,1031,ESCOLA EST DE 1 GRAU HENRIQUE DIAS,convencional,R CARLOS BORROMEU RIBEIRO S/N,ALTO DO MATEUS,58071060,83988637315,-7.1427803,-34.91338058,ativo,ativo,ativo,ativo,sem acessibilidade,345,404
